image_path,image_name,label,split,label_path
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\0ceaac62c19eb77b75d3d34475d3615e_07690.jpg,0ceaac62c19eb77b75d3d34475d3615e_07690.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\0ceaac62c19eb77b75d3d34475d3615e_07690.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\0ceaac62c19eb77b75d3d34475d3615e_07695.jpg,0ceaac62c19eb77b75d3d34475d3615e_07695.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\0ceaac62c19eb77b75d3d34475d3615e_07695.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\0ceaac62c19eb77b75d3d34475d3615e_07700.jpg,0ceaac62c19eb77b75d3d34475d3615e_07700.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\0ceaac62c19eb77b75d3d34475d3615e_07700.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\0ceaac62c19eb77b75d3d34475d3615e_07705.jpg,0ceaac62c19eb77b75d3d34475d3615e_07705.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\0ceaac62c19eb77b75d3d34475d3615e_07705.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00021.jpg,20250526_firesmoke_00021.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00021.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00024.jpg,20250526_firesmoke_00024.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00024.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00035.jpg,20250526_firesmoke_00035.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00035.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00038.jpg,20250526_firesmoke_00038.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00038.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00039.jpg,20250526_firesmoke_00039.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00039.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00045.jpg,20250526_firesmoke_00045.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00045.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00071.jpg,20250526_firesmoke_00071.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00071.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00101.jpg,20250526_firesmoke_00101.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00101.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00104.jpg,20250526_firesmoke_00104.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00104.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00106.jpg,20250526_firesmoke_00106.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00106.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00120.jpg,20250526_firesmoke_00120.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00120.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00127.jpg,20250526_firesmoke_00127.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00127.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00141.jpg,20250526_firesmoke_00141.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00141.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00175.jpg,20250526_firesmoke_00175.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00175.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00176.jpg,20250526_firesmoke_00176.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00176.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00197.jpg,20250526_firesmoke_00197.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00197.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00224.jpg,20250526_firesmoke_00224.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00224.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00285.jpg,20250526_firesmoke_00285.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00285.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00320.jpg,20250526_firesmoke_00320.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00320.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00325.jpg,20250526_firesmoke_00325.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00325.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00331.jpg,20250526_firesmoke_00331.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00331.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00332.jpg,20250526_firesmoke_00332.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00332.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00357.jpg,20250526_firesmoke_00357.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00357.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00388.jpg,20250526_firesmoke_00388.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00388.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00402.jpg,20250526_firesmoke_00402.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00402.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00407.jpg,20250526_firesmoke_00407.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00407.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00409.jpg,20250526_firesmoke_00409.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00409.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00455.jpg,20250526_firesmoke_00455.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00455.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00461.jpg,20250526_firesmoke_00461.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00461.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00471.jpg,20250526_firesmoke_00471.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00471.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00536.jpg,20250526_firesmoke_00536.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00536.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00578.jpg,20250526_firesmoke_00578.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00578.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00595.jpg,20250526_firesmoke_00595.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00595.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00606.jpg,20250526_firesmoke_00606.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00606.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00608.jpg,20250526_firesmoke_00608.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00608.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00615.jpg,20250526_firesmoke_00615.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00615.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00644.jpg,20250526_firesmoke_00644.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00644.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00645.jpg,20250526_firesmoke_00645.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00645.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00736.jpg,20250526_firesmoke_00736.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00736.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00800.jpg,20250526_firesmoke_00800.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00800.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00843.jpg,20250526_firesmoke_00843.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00843.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00844.jpg,20250526_firesmoke_00844.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00844.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00856.jpg,20250526_firesmoke_00856.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00856.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00969.jpg,20250526_firesmoke_00969.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00969.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00974.jpg,20250526_firesmoke_00974.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_00974.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_01025.jpg,20250526_firesmoke_01025.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_01025.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_01089.jpg,20250526_firesmoke_01089.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_01089.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_01157.jpg,20250526_firesmoke_01157.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_01157.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_01159.jpg,20250526_firesmoke_01159.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_01159.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_01189.jpg,20250526_firesmoke_01189.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_01189.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_01199.jpg,20250526_firesmoke_01199.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_01199.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_01208.jpg,20250526_firesmoke_01208.jpg,0,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_01208.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_01229.jpg,20250526_firesmoke_01229.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_01229.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_01247.jpg,20250526_firesmoke_01247.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_01247.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_01269.jpg,20250526_firesmoke_01269.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_01269.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_01286.jpg,20250526_firesmoke_01286.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_01286.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_01306.jpg,20250526_firesmoke_01306.jpg,1,train,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\labels\20250526_firesmoke_01306.txt
